subject,trial,condition,RT_ms,accuracy,age
S08,55,Incongruent,659.7,1,38
S08,56,Incongruent,708.9,1,38
S08,57,Incongruent,604.9,1,38
S08,58,Incongruent,622.7,1,38
S08,59,Congruent,511.2,1,38
S08,60,Incongruent,551.3,1,38
S08,61,Incongruent,561.1,1,38
S08,62,Congruent,583.2,1,38
S08,63,Congruent,620.4,1,38
S08,64,Congruent,462.8,1,38
S08,65,Congruent,497.1,1,38
S08,66,Congruent,550.7,1,38
S08,67,Incongruent,576.7,1,38
S08,68,Incongruent,592.9,0,38
S08,69,Incongruent,645.6,1,38
S08,70,Incongruent,567.8,1,38
S08,71,Incongruent,678.1,1,38
S08,72,Incongruent,608.7,1,38
S08,73,Incongruent,653.7,1,38
S08,74,Incongruent,699.5,1,38
S08,75,Congruent,503.7,1,38
S08,76,Incongruent,608.2,1,38
S08,77,Congruent,452.4,1,38
S08,78,Congruent,548.4,1,38
S08,79,Congruent,498.8,1,38
S08,80,Incongruent,656.3,1,38
S08,81,Congruent,503.2,1,38
S08,82,Congruent,499.7,1,38
S08,83,Incongruent,631.4,1,38
S08,84,Congruent,530.3,1,38
S08,85,Congruent,537.2,1,38
S08,86,Congruent,610.7,1,38
S08,87,Incongruent,570.1,1,38
S08,88,Incongruent,555.8,1,38
S08,89,Incongruent,603.3,1,38
S08,90,Incongruent,608.3,1,38
S08,91,Incongruent,588.8,1,38
S08,92,Incongruent,567.8,1,38
S08,93,Incongruent,479.9,0,38
S08,94,Congruent,546.4,1,38
S08,95,Incongruent,608.7,1,38
S08,96,Incongruent,628.3,1,38
S08,97,Incongruent,626.9,1,38
S08,98,Congruent,547.5,0,38
S08,99,Congruent,564.7,1,38
S08,100,Incongruent,425.1,1,38
S09,1,Incongruent,651.9,1,36
S09,2,Incongruent,638.8,1,36
S09,3,Congruent,622.9,1,36
S09,4,Congruent,585.9,1,36
S09,5,Congruent,643.8,1,36
S09,6,Incongruent,645.8,1,36
S09,7,Congruent,524.1,1,36
S09,8,Incongruent,570.2,1,36
S09,9,Congruent,596.3,1,36
S09,10,Incongruent,724.1,0,36
S09,11,Congruent,525.3,1,36
S09,12,Congruent,580.6,1,36
S09,13,Incongruent,699.9,0,36
S09,14,Incongruent,627.4,1,36
S09,15,Incongruent,639.7,0,36
S09,16,Congruent,565.2,1,36
S09,17,Congruent,548.9,0,36
S09,18,Congruent,574.3,1,36
S09,19,Congruent,611.3,1,36
S09,20,Incongruent,691.6,1,36
S09,21,Incongruent,597.3,1,36
S09,22,Incongruent,662.8,1,36
S09,23,Congruent,610.8,1,36
S09,24,Congruent,537.8,1,36
S09,25,Congruent,638.8,1,36
S09,26,Incongruent,595.5,1,36
S09,27,Congruent,469.5,1,36
S09,28,Incongruent,648.5,1,36
S09,29,Incongruent,693.9,1,36
S09,30,Congruent,473.7,1,36
S09,31,Congruent,585.1,1,36
S09,32,Incongruent,699.5,1,36
S09,33,Incongruent,632.7,1,36
S09,34,Incongruent,643.3,1,36
S09,35,Congruent,614.9,1,36
S09,36,Congruent,585.5,1,36
S09,37,Congruent,615.1,1,36
S09,38,Congruent,541.5,1,36
S09,39,Congruent,536.5,1,36
S09,40,Congruent,581.1,1,36
S09,41,Incongruent,712.4,1,36
S09,42,Congruent,643.1,1,36
S09,43,Incongruent,711.9,1,36
S09,44,Incongruent,659.6,1,36
S09,45,Congruent,626.1,1,36
S09,46,Congruent,566.7,1,36
S09,47,Congruent,526.5,1,36
S09,48,Incongruent,633.8,1,36
S09,49,Congruent,550.7,1,36
S09,50,Congruent,620.8,1,36
S09,51,Congruent,577.2,1,36
S09,52,Incongruent,607.0,1,36
S09,53,Congruent,617.5,1,36
S09,54,Incongruent,655.6,1,36
S09,55,Incongruent,652.8,0,36
S09,56,Incongruent,618.6,1,36
S09,57,Incongruent,630.5,0,36
S09,58,Incongruent,624.1,1,36
S09,59,Congruent,562.6,1,36
S09,60,Congruent,570.7,1,36
S09,61,Incongruent,625.0,1,36
S09,62,Incongruent,559.8,1,36
S09,63,Congruent,523.9,1,36
S09,64,Congruent,568.1,1,36
S09,65,Congruent,505.4,1,36
S09,66,Congruent,618.2,1,36
S09,67,Congruent,494.9,1,36
S09,68,Incongruent,686.8,1,36
S09,69,Incongruent,523.1,1,36
S09,70,Incongruent,640.2,1,36
S09,71,Incongruent,634.9,1,36
S09,72,Congruent,636.2,1,36
S09,73,Congruent,530.6,1,36
S09,74,Incongruent,597.1,1,36
S09,75,Congruent,528.8,1,36
S09,76,Incongruent,680.1,1,36
S09,77,Incongruent,595.4,1,36
S09,78,Congruent,636.7,1,36
S09,79,Incongruent,628.9,1,36
S09,80,Incongruent,489.6,1,36
S09,81,Congruent,571.3,1,36
S09,82,Congruent,608.0,1,36
S09,83,Incongruent,604.9,1,36
S09,84,Incongruent,609.7,1,36
S09,85,Incongruent,640.7,1,36
S09,86,Incongruent,591.2,1,36
S09,87,Incongruent,598.3,1,36
S09,88,Incongruent,674.1,1,36
S09,89,Congruent,510.7,1,36
S09,90,Incongruent,676.3,1,36
S09,91,Incongruent,616.0,1,36
S09,92,Congruent,504.2,1,36
S09,93,Incongruent,570.7,1,36
S09,94,Congruent,539.8,1,36
S09,95,Congruent,594.4,1,36
S09,96,Congruent,643.6,1,36
S09,97,Incongruent,610.4,1,36
S09,98,Congruent,542.8,1,36
S09,99,Incongruent,639.5,1,36
S09,100,Incongruent,657.6,1,36
S10,1,Incongruent,493.8,1,30
S10,2,Congruent,526.5,1,30
S10,3,Incongruent,631.2,1,30
S10,4,Incongruent,579.0,1,30
S10,5,Congruent,524.5,1,30
S10,6,Congruent,520.2,1,30
S10,7,Incongruent,653.0,1,30
S10,8,Congruent,505.3,0,30
S10,9,Incongruent,578.4,1,30
S10,10,Congruent,535.4,1,30
S10,11,Congruent,538.3,1,30
S10,12,Congruent,549.7,1,30
S10,13,Congruent,556.4,1,30
S10,14,Congruent,499.6,1,30
S10,15,Congruent,519.4,1,30
S10,16,Incongruent,570.6,1,30
S10,17,Congruent,556.1,1,30
S10,18,Congruent,597.0,1,30
S10,19,Congruent,579.4,1,30
S10,20,Incongruent,570.7,0,30
S10,21,Incongruent,591.8,1,30
S10,22,Incongruent,504.5,1,30
S10,23,Incongruent,615.7,1,30
S10,24,Congruent,513.9,1,30
S10,25,Incongruent,507.3,1,30
S10,26,Incongruent,651.4,1,30
S10,27,Congruent,452.0,1,30
S10,28,Incongruent,595.4,1,30
S10,29,Congruent,554.3,1,30
S10,30,Incongruent,519.3,1,30
S10,31,Congruent,594.3,1,30
S10,32,Congruent,519.3,1,30
S10,33,Incongruent,580.8,1,30
S10,34,Incongruent,543.2,1,30
S10,35,Congruent,436.0,1,30
S10,36,Incongruent,526.0,1,30
S10,37,Congruent,491.1,1,30
S10,38,Congruent,489.3,1,30
S10,39,Incongruent,503.8,1,30
S10,40,Incongruent,530.8,1,30
S10,41,Incongruent,571.7,1,30
S10,42,Incongruent,546.2,0,30
S10,43,Incongruent,539.1,0,30
S10,44,Incongruent,605.7,1,30
S10,45,Incongruent,531.0,1,30
S10,46,Congruent,474.2,1,30
S10,47,Incongruent,594.4,1,30
S10,48,Congruent,520.8,1,30
S10,49,Congruent,539.6,1,30
S10,50,Incongruent,605.6,1,30
S10,51,Incongruent,549.3,1,30
S10,52,Congruent,486.5,1,30
S10,53,Incongruent,635.7,1,30
S10,54,Incongruent,542.5,1,30
S10,55,Congruent,508.0,1,30
S10,56,Congruent,522.4,1,30
S10,57,Incongruent,523.5,1,30
S10,58,Incongruent,583.1,1,30
S10,59,Incongruent,598.8,1,30
S10,60,Incongruent,604.5,1,30
S10,61,Incongruent,514.1,1,30
S10,62,Congruent,525.4,1,30
S10,63,Congruent,450.8,1,30
S10,64,Congruent,405.8,0,30
S10,65,Incongruent,536.6,1,30
S10,66,Congruent,479.6,1,30
S10,67,Incongruent,526.9,1,30
S10,68,Congruent,589.9,1,30
S10,69,Congruent,526.4,1,30
S10,70,Congruent,593.8,1,30
S10,71,Congruent,526.0,1,30
S10,72,Congruent,533.1,1,30
S10,73,Congruent,563.1,1,30
S10,74,Congruent,551.0,1,30
S10,75,Incongruent,533.9,1,30
S10,76,Congruent,601.2,1,30
S10,77,Congruent,547.5,1,30
S10,78,Incongruent,680.3,1,30
S10,79,Congruent,419.6,1,30
S10,80,Incongruent,568.2,1,30
S10,81,Congruent,508.5,1,30
S10,82,Incongruent,601.6,0,30
S10,83,Congruent,435.5,1,30
S10,84,Congruent,444.9,1,30
S10,85,Congruent,511.9,1,30
S10,86,Incongruent,566.5,1,30
S10,87,Incongruent,576.4,1,30
S10,88,Congruent,493.9,1,30
S10,89,Incongruent,618.4,1,30
S10,90,Incongruent,569.8,1,30
S10,91,Incongruent,501.3,1,30
S10,92,Congruent,565.9,1,30
S10,93,Incongruent,541.7,1,30
S10,94,Congruent,493.3,1,30
S10,95,Incongruent,497.3,1,30
S10,96,Incongruent,541.0,1,30
S10,97,Congruent,588.9,1,30
S10,98,Incongruent,607.5,1,30
S10,99,Incongruent,578.4,1,30
S10,100,Congruent,518.8,1,30
S11,1,Congruent,579.7,1,31
S11,2,Congruent,570.6,1,31
S11,3,Congruent,572.4,1,31
S11,4,Congruent,587.9,1,31
S11,5,Congruent,520.3,1,31
S11,6,Congruent,584.7,1,31
S11,7,Incongruent,570.4,1,31
S11,8,Congruent,604.9,0,31
S11,9,Incongruent,689.9,1,31
S11,10,Congruent,582.1,1,31
S11,11,Incongruent,664.7,0,31
S11,12,Incongruent,606.9,1,31
S11,13,Incongruent,554.6,1,31
S11,14,Congruent,550.0,0,31
S11,15,Incongruent,648.1,1,31
S11,16,Congruent,535.8,1,31
S11,17,Congruent,501.4,1,31
S11,18,Incongruent,581.6,1,31
S11,19,Congruent,565.6,1,31
S11,20,Incongruent,644.7,1,31
S11,21,Incongruent,603.7,0,31
S11,22,Incongruent,592.0,1,31
S11,23,Incongruent,654.1,1,31
S11,24,Incongruent,605.4,1,31
S11,25,Congruent,594.4,1,31
S11,26,Incongruent,652.0,1,31
S11,27,Incongruent,626.5,0,31
S11,28,Incongruent,713.5,1,31
S11,29,Incongruent,584.2,1,31
S11,30,Congruent,553.2,1,31
S11,31,Incongruent,673.5,1,31
S11,32,Incongruent,680.9,1,31
S11,33,Congruent,591.6,1,31
S11,34,Incongruent,672.6,1,31
S11,35,Incongruent,685.3,1,31
S11,36,Congruent,589.1,1,31
S11,37,Congruent,546.3,1,31
S11,38,Incongruent,601.1,1,31
S11,39,Congruent,681.8,1,31
S11,40,Congruent,558.4,1,31
S11,41,Congruent,534.2,1,31
S11,42,Congruent,542.4,1,31
S11,43,Congruent,632.2,1,31
S11,44,Congruent,517.3,1,31
S11,45,Incongruent,625.1,1,31
S11,46,Congruent,437.8,1,31
S11,47,Incongruent,657.9,1,31
S11,48,Incongruent,653.7,1,31
S11,49,Incongruent,642.3,1,31
S11,50,Incongruent,570.5,1,31
S11,51,Incongruent,551.3,1,31
S11,52,Congruent,532.4,1,31
S11,53,Congruent,593.3,1,31
S11,54,Congruent,534.3,1,31
S11,55,Congruent,563.6,1,31
S11,56,Incongruent,537.9,1,31
S11,57,Congruent,545.2,1,31
S11,58,Congruent,579.0,1,31
S11,59,Incongruent,590.1,1,31
S11,60,Incongruent,569.9,1,31
S11,61,Congruent,502.9,1,31
S11,62,Incongruent,648.3,1,31
S11,63,Congruent,610.4,1,31
S11,64,Congruent,516.6,1,31
S11,65,Incongruent,607.1,0,31
S11,66,Incongruent,684.8,1,31
S11,67,Congruent,584.5,1,31
S11,68,Incongruent,568.1,1,31
S11,69,Congruent,501.1,0,31
S11,70,Congruent,597.5,1,31
S11,71,Incongruent,536.5,1,31
S11,72,Congruent,502.7,1,31
S11,73,Congruent,511.1,1,31
S11,74,Congruent,623.3,1,31
S11,75,Congruent,512.5,1,31
S11,76,Incongruent,633.0,1,31
S11,77,Congruent,519.0,1,31
S11,78,Congruent,531.1,1,31
S11,79,Incongruent,531.8,0,31
S11,80,Congruent,553.6,1,31
S11,81,Incongruent,573.7,1,31
S11,82,Incongruent,622.6,0,31
S11,83,Incongruent,615.6,0,31
S11,84,Congruent,485.8,0,31
S11,85,Congruent,493.8,1,31
S11,86,Congruent,472.5,1,31
S11,87,Incongruent,576.4,1,31
S11,88,Incongruent,643.4,1,31
S11,89,Incongruent,608.8,1,31
S11,90,Congruent,447.0,1,31
S11,91,Congruent,514.6,1,31
S11,92,Incongruent,527.6,1,31
S11,93,Congruent,519.1,1,31
S11,94,Incongruent,642.6,1,31
S11,95,Incongruent,530.9,1,31
S11,96,Incongruent,680.2,1,31
S11,97,Incongruent,568.2,1,31
S11,98,Incongruent,559.1,1,31
S11,99,Incongruent,497.0,1,31
S11,100,Congruent,508.6,1,31
S12,1,Incongruent,704.6,1,40
S12,2,Congruent,692.7,1,40
S12,3,Congruent,673.0,1,40
S12,4,Incongruent,613.8,1,40
S12,5,Incongruent,800.1,1,40
S12,6,Incongruent,734.9,1,40
S12,7,Incongruent,786.0,0,40
S12,8,Incongruent,683.6,1,40
S12,9,Congruent,624.1,1,40
S12,10,Congruent,665.6,1,40
S12,11,Congruent,666.4,1,40
S12,12,Congruent,622.3,1,40
S12,13,Incongruent,708.2,1,40
S12,14,Incongruent,698.3,1,40
S12,15,Congruent,644.1,1,40
S12,16,Incongruent,768.9,1,40
S12,17,Congruent,611.1,1,40
S12,18,Incongruent,717.2,1,40
S12,19,Incongruent,605.6,1,40
S12,20,Congruent,591.9,1,40
S12,21,Congruent,657.6,1,40
S12,22,Incongruent,829.6,1,40
S12,23,Congruent,754.1,0,40
S12,24,Incongruent,736.8,1,40
S12,25,Incongruent,708.6,1,40
S12,26,Congruent,629.7,1,40
S12,27,Congruent,603.3,1,40
S12,28,Congruent,684.2,1,40
S12,29,Congruent,653.0,1,40
S12,30,Incongruent,646.3,1,40
S12,31,Incongruent,671.8,1,40
S12,32,Congruent,696.8,1,40
S12,33,Congruent,686.8,1,40
S12,34,Incongruent,728.3,1,40
S12,35,Incongruent,738.4,1,40
S12,36,Congruent,623.1,1,40
S12,37,Incongruent,765.6,1,40
S12,38,Incongruent,784.9,1,40
S12,39,Congruent,636.4,1,40
S12,40,Congruent,629.8,1,40
S12,41,Congruent,624.7,1,40
S12,42,Congruent,588.0,1,40
S12,43,Congruent,616.0,1,40
S12,44,Incongruent,794.1,1,40
S12,45,Congruent,656.8,1,40
S12,46,Congruent,562.6,1,40
S12,47,Incongruent,651.1,1,40
S12,48,Congruent,662.9,1,40
S12,49,Incongruent,630.2,1,40
S12,50,Congruent,629.2,1,40
S12,51,Incongruent,680.4,0,40
S12,52,Congruent,525.4,1,40
S12,53,Incongruent,689.8,1,40
S12,54,Congruent,622.2,1,40
S12,55,Incongruent,623.6,1,40
S12,56,Congruent,602.2,1,40
S12,57,Congruent,626.0,1,40
S12,58,Incongruent,752.5,1,40
S12,59,Incongruent,749.2,1,40
S12,60,Incongruent,744.7,0,40
S12,61,Congruent,675.6,1,40
S12,62,Congruent,654.1,1,40
S12,63,Congruent,563.7,1,40
S12,64,Congruent,560.2,1,40
S12,65,Congruent,606.2,1,40
S12,66,Incongruent,745.6,1,40
S12,67,Incongruent,716.3,1,40
S12,68,Congruent,592.1,1,40
S12,69,Incongruent,652.6,1,40
S12,70,Incongruent,719.9,1,40
S12,71,Congruent,648.2,1,40
S12,72,Congruent,626.5,1,40
S12,73,Congruent,595.1,1,40
S12,74,Incongruent,667.6,1,40
S12,75,Incongruent,764.8,1,40
S12,76,Incongruent,679.3,1,40
S12,77,Congruent,560.8,1,40
S12,78,Incongruent,782.7,1,40
S12,79,Congruent,603.1,1,40
S12,80,Incongruent,711.6,1,40
S12,81,Incongruent,635.4,1,40
S12,82,Congruent,621.6,1,40
S12,83,Incongruent,611.2,1,40
S12,84,Incongruent,648.0,1,40
S12,85,Congruent,600.6,1,40
S12,86,Congruent,679.5,1,40
S12,87,Incongruent,664.8,1,40
S12,88,Incongruent,651.0,1,40
S12,89,Incongruent,602.5,0,40
S12,90,Congruent,609.7,0,40
S12,91,Congruent,644.6,1,40
S12,92,Incongruent,684.0,1,40
S12,93,Congruent,678.3,1,40
S12,94,Incongruent,678.3,1,40
S12,95,Incongruent,657.9,1,40
S12,96,Congruent,610.5,1,40
S12,97,Incongruent,600.4,0,40
S12,98,Congruent,638.4,1,40
S12,99,Incongruent,703.9,1,40
S12,100,Incongruent,648.4,1,40
S13,1,Congruent,367.0,1,23
S13,2,Congruent,451.3,1,23
S13,3,Incongruent,513.4,1,23
S13,4,Congruent,574.9,1,23
S13,5,Incongruent,546.0,1,23
S13,6,Incongruent,594.7,1,23
S13,7,Incongruent,502.9,0,23
S13,8,Incongruent,581.3,1,23
S13,9,Incongruent,523.7,1,23
S13,10,Incongruent,558.0,1,23
S13,11,Incongruent,580.4,1,23
S13,12,Incongruent,563.5,1,23
S13,13,Congruent,535.0,1,23
S13,14,Congruent,504.6,1,23
S13,15,Incongruent,587.9,1,23
S13,16,Incongruent,555.9,1,23
S13,17,Congruent,549.3,0,23
S13,18,Congruent,423.4,1,23
S13,19,Congruent,504.7,1,23
S13,20,Incongruent,574.6,1,23
S13,21,Incongruent,586.2,1,23
S13,22,Incongruent,537.9,0,23
S13,23,Incongruent,600.2,1,23
S13,24,Incongruent,540.2,1,23
S13,25,Congruent,581.1,1,23
S13,26,Incongruent,548.0,1,23
S13,27,Incongruent,538.7,1,23
S13,28,Incongruent,599.0,1,23
S13,29,Congruent,467.2,1,23
S13,30,Congruent,465.5,1,23
S13,31,Congruent,522.9,1,23
S13,32,Incongruent,541.0,0,23
S13,33,Incongruent,579.2,1,23
S13,34,Congruent,476.6,1,23
S13,35,Congruent,471.9,1,23
S13,36,Incongruent,544.1,1,23
S13,37,Congruent,490.5,1,23
S13,38,Congruent,520.5,1,23
S13,39,Congruent,435.3,1,23
S13,40,Congruent,506.9,1,23
S13,41,Incongruent,556.1,1,23
S13,42,Incongruent,562.2,1,23
S13,43,Congruent,493.6,1,23
S13,44,Congruent,450.0,1,23
S13,45,Congruent,495.5,1,23
S13,46,Incongruent,499.8,1,23
S13,47,Incongruent,498.9,0,23
S13,48,Congruent,528.2,1,23
S13,49,Congruent,526.6,1,23
S13,50,Incongruent,554.8,1,23
S13,51,Incongruent,539.1,0,23
S13,52,Incongruent,605.8,1,23
S13,53,Incongruent,516.3,0,23
S13,54,Congruent,430.6,1,23
S13,55,Congruent,435.2,1,23
S13,56,Incongruent,573.9,1,23
S13,57,Incongruent,538.9,1,23
S13,58,Congruent,530.5,1,23
S13,59,Incongruent,484.7,1,23
S13,60,Congruent,477.3,1,23
S13,61,Congruent,471.2,1,23
S13,62,Congruent,455.5,1,23
S13,63,Congruent,431.8,1,23
S13,64,Congruent,454.2,1,23
S13,65,Congruent,394.9,1,23
S13,66,Congruent,429.0,1,23
S13,67,Congruent,477.6,1,23
S13,68,Congruent,478.2,1,23
S13,69,Incongruent,560.0,1,23
S13,70,Congruent,515.0,1,23
S13,71,Incongruent,463.2,0,23
S13,72,Incongruent,494.4,1,23
S13,73,Incongruent,558.7,1,23
S13,74,Incongruent,563.4,0,23
S13,75,Incongruent,526.7,1,23
S13,76,Congruent,432.0,1,23
S13,77,Congruent,397.4,1,23
S13,78,Congruent,419.0,1,23
S13,79,Congruent,445.7,1,23
S13,80,Incongruent,546.5,1,23
S13,81,Congruent,355.4,1,23
S13,82,Incongruent,531.1,1,23
S13,83,Congruent,432.2,1,23
S13,84,Incongruent,488.8,1,23
S13,85,Incongruent,473.0,1,23
S13,86,Incongruent,469.3,1,23
S13,87,Incongruent,561.3,1,23
S13,88,Incongruent,589.7,1,23
S13,89,Incongruent,507.0,1,23
S13,90,Congruent,496.0,1,23
S13,91,Congruent,410.2,1,23
S13,92,Congruent,470.2,1,23
S13,93,Congruent,380.8,1,23
S13,94,Incongruent,519.8,1,23
S13,95,Congruent,385.1,1,23
S13,96,Congruent,422.6,1,23
S13,97,Incongruent,497.9,0,23
S13,98,Congruent,464.1,1,23
S13,99,Congruent,450.4,1,23
S13,100,Incongruent,459.5,1,23
S14,1,Incongruent,606.7,1,39
S14,2,Congruent,516.2,1,39
S14,3,Incongruent,569.4,1,39
S14,4,Incongruent,650.7,0,39
S14,5,Congruent,528.4,1,39
S14,6,Congruent,505.0,1,39
S14,7,Congruent,509.9,1,39
S14,8,Congruent,598.9,1,39
S14,9,Congruent,497.6,0,39
S14,10,Incongruent,649.8,0,39
S14,11,Incongruent,621.5,1,39
S14,12,Congruent,581.0,1,39
S14,13,Incongruent,700.8,1,39
S14,14,Incongruent,680.9,1,39
S14,15,Congruent,563.6,1,39
S14,16,Congruent,546.5,1,39
S14,17,Incongruent,594.5,1,39
S14,18,Congruent,521.3,1,39
S14,19,Incongruent,618.9,1,39
S14,20,Incongruent,617.3,0,39
S14,21,Congruent,495.8,1,39
S14,22,Incongruent,580.0,1,39
S14,23,Congruent,578.7,1,39
S14,24,Congruent,511.5,1,39
S14,25,Incongruent,648.1,1,39
S14,26,Congruent,494.8,1,39
S14,27,Incongruent,603.4,1,39
S14,28,Congruent,554.5,1,39
S14,29,Incongruent,612.4,0,39
S14,30,Incongruent,601.9,1,39
S14,31,Incongruent,657.2,1,39
S14,32,Congruent,562.7,1,39
S14,33,Incongruent,609.5,1,39
S14,34,Congruent,602.1,1,39
S14,35,Congruent,576.2,1,39
S14,36,Incongruent,536.5,1,39
S14,37,Congruent,516.6,1,39
S14,38,Incongruent,701.0,1,39
S14,39,Congruent,531.9,1,39
S14,40,Incongruent,568.0,1,39
S14,41,Incongruent,544.7,1,39
S14,42,Congruent,507.5,1,39
S14,43,Incongruent,680.6,1,39
S14,44,Incongruent,628.9,0,39
S14,45,Congruent,535.8,1,39
S14,46,Incongruent,663.8,1,39
S14,47,Incongruent,598.0,1,39
S14,48,Congruent,461.6,1,39
S14,49,Congruent,587.4,1,39
S14,50,Congruent,621.6,1,39
S14,51,Congruent,457.0,1,39
S14,52,Incongruent,625.6,1,39
S14,53,Incongruent,575.3,0,39
S14,54,Congruent,501.4,1,39
S14,55,Congruent,496.3,1,39
S14,56,Congruent,507.5,1,39
S14,57,Incongruent,507.2,1,39
S14,58,Congruent,528.7,1,39
S14,59,Congruent,556.8,1,39
S14,60,Incongruent,565.8,1,39
S14,61,Congruent,487.5,1,39
S14,62,Congruent,584.4,1,39
S14,63,Congruent,426.6,1,39
S14,64,Incongruent,577.1,1,39
S14,65,Congruent,510.6,1,39
S14,66,Incongruent,597.7,1,39
S14,67,Congruent,501.1,1,39
S14,68,Congruent,568.1,0,39
S14,69,Congruent,520.9,1,39
S14,70,Congruent,632.6,1,39
S14,71,Congruent,506.5,1,39
S14,72,Congruent,538.5,1,39
S14,73,Congruent,577.3,1,39
S14,74,Congruent,494.1,1,39
S14,75,Incongruent,651.2,0,39
S14,76,Incongruent,584.2,1,39
S14,77,Incongruent,593.7,1,39
S14,78,Incongruent,551.9,1,39
S14,79,Incongruent,534.2,1,39
S14,80,Congruent,454.7,1,39
S14,81,Incongruent,669.1,1,39
S14,82,Incongruent,567.8,1,39
S14,83,Incongruent,598.0,1,39
S14,84,Congruent,532.1,1,39
S14,85,Incongruent,575.4,1,39
S14,86,Congruent,523.8,1,39
S14,87,Incongruent,517.7,1,39
S14,88,Congruent,493.7,1,39
S14,89,Congruent,505.6,1,39
S14,90,Congruent,528.5,1,39
S14,91,Incongruent,485.9,1,39
S14,92,Incongruent,632.9,1,39
S14,93,Incongruent,555.2,1,39
S14,94,Incongruent,510.9,1,39
S14,95,Incongruent,501.5,1,39
S14,96,Incongruent,653.4,1,39
S14,97,Incongruent,657.1,1,39
S14,98,Incongruent,563.0,1,39
S14,99,Incongruent,572.5,1,39
S14,100,Congruent,519.8,1,39
S15,1,Congruent,494.6,1,35
S15,2,Congruent,505.0,1,35
S15,3,Incongruent,449.2,0,35
S15,4,Incongruent,500.4,1,35
S15,5,Incongruent,566.6,1,35
S15,6,Congruent,466.0,0,35
S15,7,Congruent,559.3,1,35
S15,8,Congruent,540.6,1,35
S15,9,Incongruent,531.8,1,35
S15,10,Congruent,363.9,0,35
S15,11,Congruent,455.9,1,35
S15,12,Congruent,395.5,0,35
S15,13,Incongruent,524.9,1,35
S15,14,Incongruent,457.1,1,35
S15,15,Congruent,487.9,1,35
S15,16,Incongruent,543.9,1,35
S15,17,Incongruent,512.3,1,35
S15,18,Congruent,440.1,1,35
S15,19,Congruent,504.3,1,35
S15,20,Congruent,425.2,1,35
S15,21,Congruent,435.1,1,35
S15,22,Congruent,537.5,1,35
S15,23,Congruent,453.6,1,35
S15,24,Incongruent,617.8,1,35
S15,25,Congruent,495.9,1,35
S15,26,Congruent,499.9,1,35
S15,27,Incongruent,516.4,1,35
S15,28,Incongruent,590.6,0,35
S15,29,Congruent,553.6,1,35
S15,30,Incongruent,445.6,0,35
S15,31,Incongruent,519.2,1,35
S15,32,Congruent,447.4,1,35
S15,33,Incongruent,473.8,1,35
S15,34,Congruent,361.3,1,35
S15,35,Incongruent,524.1,1,35
S15,36,Incongruent,506.3,1,35
S15,37,Congruent,488.1,1,35
S15,38,Congruent,517.6,1,35
S15,39,Congruent,450.2,1,35
S15,40,Congruent,486.6,1,35
S15,41,Congruent,485.2,0,35
S15,42,Incongruent,565.9,1,35
S15,43,Congruent,553.0,1,35
S15,44,Incongruent,565.4,1,35
S15,45,Incongruent,492.3,0,35
S15,46,Incongruent,551.8,1,35
S15,47,Congruent,505.6,1,35
S15,48,Congruent,421.2,1,35
S15,49,Incongruent,503.2,1,35
S15,50,Incongruent,562.6,1,35
S15,51,Congruent,467.7,1,35
S15,52,Incongruent,447.9,1,35
S15,53,Incongruent,586.9,1,35
S15,54,Incongruent,472.7,1,35
S15,55,Incongruent,542.6,1,35
S15,56,Congruent,425.8,1,35
S15,57,Incongruent,466.3,1,35
S15,58,Incongruent,448.7,1,35
S15,59,Incongruent,436.4,1,35
S15,60,Incongruent,500.0,1,35
S15,61,Incongruent,465.8,1,35
S15,62,Incongruent,492.8,1,35
S15,63,Congruent,465.9,1,35
S15,64,Incongruent,487.1,0,35
S15,65,Congruent,510.3,1,35
S15,66,Congruent,325.0,0,35
S15,67,Incongruent,484.8,1,35
S15,68,Congruent,453.4,1,35
S15,69,Congruent,404.6,1,35
S15,70,Congruent,447.2,1,35
S15,71,Incongruent,547.0,1,35
S15,72,Incongruent,513.9,1,35
S15,73,Incongruent,540.8,1,35
S15,74,Congruent,475.3,1,35
S15,75,Incongruent,457.6,1,35
S15,76,Incongruent,478.2,1,35
S15,77,Congruent,459.8,1,35
S15,78,Incongruent,519.3,1,35
S15,79,Congruent,442.3,1,35
S15,80,Congruent,425.0,1,35
S15,81,Incongruent,521.8,1,35
S15,82,Congruent,445.1,1,35
S15,83,Congruent,397.3,1,35
S15,84,Congruent,461.6,1,35
S15,85,Congruent,453.0,1,35
S15,86,Incongruent,521.0,1,35
S15,87,Incongruent,453.3,1,35
S15,88,Incongruent,462.0,1,35
S15,89,Incongruent,455.5,1,35
S15,90,Incongruent,487.4,1,35
S15,91,Congruent,526.9,1,35
S15,92,Congruent,482.1,1,35
S15,93,Congruent,430.2,1,35
S15,94,Congruent,403.4,1,35
S15,95,Incongruent,501.3,1,35
S15,96,Congruent,363.1,1,35
S15,97,Incongruent,556.9,1,35
S15,98,Congruent,432.3,1,35
S15,99,Incongruent,358.8,1,35
S15,100,Incongruent,479.0,1,35
S16,1,Incongruent,530.0,1,33
S16,2,Congruent,394.3,1,33
S16,3,Incongruent,473.9,1,33
S16,4,Congruent,414.0,1,33
S16,5,Congruent,372.2,1,33
S16,6,Incongruent,556.8,1,33
S16,7,Congruent,474.6,1,33
S16,8,Incongruent,499.5,1,33
S16,9,Incongruent,526.9,0,33
